ENTRY_AC,ENTRY_TYPE,ENTRY_NAME
IPR036671,Homologous_superfamily,DPH-type metal-binding domain superfamily
IPR036674,Homologous_superfamily,p53-like tetramerisation domain superfamily
IPR036676,Homologous_superfamily,"PurM-like, C-terminal domain superfamily"
IPR036678,Homologous_superfamily,"MutS, connector domain superfamily"
IPR036680,Homologous_superfamily,Sporulation-like domain superfamily
IPR036681,Homologous_superfamily,PgpA-like superfamily
IPR036685,Homologous_superfamily,YehU-like superfamily
IPR036688,Homologous_superfamily,"MoeA, C-terminal, domain IV superfamily"
IPR036689,Homologous_superfamily,ESAT-6-like superfamily
IPR036690,Homologous_superfamily,Ferrodoxin-fold anticodon-binding domain superfamily
IPR036691,Homologous_superfamily,Endonuclease/exonuclease/phosphatase superfamily
IPR036695,Homologous_superfamily,Arginyl tRNA synthetase N-terminal domain superfamily
IPR036697,Homologous_superfamily,"Hemocyanin, N-terminal domain superfamily"
IPR036701,Homologous_superfamily,RraB-like superfamily
IPR036702,Homologous_superfamily,ComB-like superfamily
IPR036703,Homologous_superfamily,MOB kinase activator superfamily
IPR036704,Homologous_superfamily,Ribonuclease E inhibitor RraA/RraA-like superfamily
IPR036707,Homologous_superfamily,Cell division topological specificity factor MinE superfamily
IPR036714,Homologous_superfamily,Flavinator of succinate dehydrogenase superfamily
IPR036719,Homologous_superfamily,Neurotransmitter-gated ion-channel transmembrane domain superfamily
IPR036721,Homologous_superfamily,"Regulator of K+ conductance, C-terminal domain superfamily"
IPR036724,Homologous_superfamily,Cobalamin-binding domain superfamily
IPR036726,Homologous_superfamily,GTP1/OBG domain superfamily
IPR036728,Homologous_superfamily,Pheromone/general odorant binding protein superfamily
IPR036734,Homologous_superfamily,Neurotransmitter-gated ion-channel ligand-binding domain superfamily
IPR036735,Homologous_superfamily,"NusG, N-terminal domain superfamily"
IPR036736,Homologous_superfamily,ACP-like superfamily
IPR036737,Homologous_superfamily,OmpA-like domain superfamily
IPR036743,Homologous_superfamily,Actin-related protein 2/3 complex subunit 5 superfamily
IPR036744,Homologous_superfamily,RAP domain superfamily
IPR036749,Homologous_superfamily,"Expansin, cellulose-binding-like domain superfamily"
IPR036751,Homologous_superfamily,Stage V sporulation protein G superfamily
IPR036754,Homologous_superfamily,YbaK/aminoacyl-tRNA synthetase-associated domain superfamily
IPR036759,Homologous_superfamily,"Thiamin pyrophosphokinase, catalytic domain superfamily"
IPR036761,Homologous_superfamily,"Lipid/polyisoprenoid-binding, YceI-like superfamily"
IPR036765,Homologous_superfamily,"ZipA, C-terminal FtsZ-binding domain superfamily"
IPR036766,Homologous_superfamily,Fe(II) trafficking protein YggX superfamily
IPR036767,Homologous_superfamily,ApaG domain superfamily
IPR036769,Homologous_superfamily,"Large ribosomal subunit protein uL11, C-terminal domain superfamily"
IPR036770,Homologous_superfamily,Ankyrin repeat-containing domain superfamily
IPR036771,Homologous_superfamily,"F0F1 ATP synthase delta/epsilon subunit, N-terminal"
IPR036772,Homologous_superfamily,SRCR-like domain superfamily
IPR036773,Homologous_superfamily,TGF-beta binding (TB) domain superfamily
IPR036775,Homologous_superfamily,"DNA polymerase, Y-family, little finger domain superfamily"
IPR036777,Homologous_superfamily,"Nucleoside-specific channel-forming protein, Tsx-like superfamily"
IPR036779,Homologous_superfamily,LysM domain superfamily
IPR036787,Homologous_superfamily,"Translation initiation factor 3 (IF-3), N-terminal domain superfamily"
IPR036788,Homologous_superfamily,"Translation initiation factor 3 (IF-3), C-terminal domain superfamily"
IPR036789,Homologous_superfamily,"Large ribosomal subunit protein uL6-like, alpha-beta domain superfamily"
IPR036790,Homologous_superfamily,Frizzled cysteine-rich domain superfamily
IPR036791,Homologous_superfamily,"Large ribosomal subunit protein bL9, C-terminal domain superfamily"
IPR036792,Homologous_superfamily,"Aspartate carbamoyltransferase regulatory subunit, C-terminal domain superfamily"
IPR036793,Homologous_superfamily,"Aspartate carbamoyltransferase regulatory subunit, N-terminal domain superfamily"
IPR036794,Homologous_superfamily,"ATP synthase delta/epsilon subunit, C-terminal domain superfamily"
IPR036795,Homologous_superfamily,Inosine monophosphate cyclohydrolase-like superfamily
IPR036796,Homologous_superfamily,"Large ribosomal subunit protein uL11, N-terminal domain superfamily"
IPR036799,Homologous_superfamily,"Diphtheria toxin, receptor-binding domain superfamily"
IPR036801,Homologous_superfamily,"Diphtheria toxin, translocation domain superfamily"
IPR036803,Homologous_superfamily,"Porphobilinogen deaminase, C-terminal domain superfamily"
IPR036804,Homologous_superfamily,"Chemotaxis receptor methyltransferase CheR, N-terminal domain superfamily"
IPR036805,Homologous_superfamily,"Transcription elongation factor, GreA/GreB, N-terminal domain superfamily"
IPR036812,Homologous_superfamily,NAD(P)-dependent oxidoreductase domain superfamily
IPR036815,Homologous_superfamily,14-3-3 domain superfamily
IPR036816,Homologous_superfamily,Ribonuclease A-like domain superfamily
IPR036817,Homologous_superfamily,Transthyretin/hydroxyisourate hydrolase domain superfamily
IPR036819,Homologous_superfamily,Subtilisin inhibitor-like superfamily
IPR036821,Homologous_superfamily,Peptide deformylase superfamily
IPR036822,Homologous_superfamily,CutC-like domain superfamily
IPR036823,Homologous_superfamily,Small ribosomal subunit protein uS7 domain superfamily
IPR036826,Homologous_superfamily,Cytochrome f large domain superfamily
IPR036827,Homologous_superfamily,She2 domain superfamily
IPR036831,Homologous_superfamily,HNS-dependent expression A superfamily
IPR036833,Homologous_superfamily,"Beta-galactosidase, domain 3 superfamily"
IPR036836,Homologous_superfamily,Agouti domain superfamily
IPR036837,Homologous_superfamily,"Cation efflux protein, cytoplasmic domain superfamily"
IPR036838,Homologous_superfamily,Small ribosomal subunit protein uS10 domain superfamily
IPR036844,Homologous_superfamily,Hint domain superfamily
IPR036847,Homologous_superfamily,"Ribosome maturation factor RimP, C-terminal domain superfamily"
IPR036849,Homologous_superfamily,"Enolase-like, C-terminal domain superfamily"
IPR036850,Homologous_superfamily,Nucleoside diphosphate kinase-like domain superfamily
IPR036851,Homologous_superfamily,Chloroperoxidase-like superfamily
IPR036852,Homologous_superfamily,Peptidase S8/S53 domain superfamily
IPR036853,Homologous_superfamily,Large ribosomal subunit protein uL14 superfamily
IPR036854,Homologous_superfamily,Photosystem II protein D1/D2 superfamily
IPR036855,Homologous_superfamily,"Zinc finger, CCCH-type superfamily"
IPR036857,Homologous_superfamily,Thyroglobulin type-1 superfamily
IPR036859,Homologous_superfamily,CAP Gly-rich domain superfamily
IPR036860,Homologous_superfamily,SH2 domain superfamily
IPR036862,Homologous_superfamily,"Integrase, C-terminal domain superfamily, retroviral"
IPR036863,Homologous_superfamily,Photosystem II reaction centre protein H superfamily
IPR036864,Homologous_superfamily,Zn(2)-C6 fungal-type DNA-binding domain superfamily
IPR036865,Homologous_superfamily,CRAL-TRIO lipid binding domain superfamily
IPR036866,Homologous_superfamily,Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
IPR036867,Homologous_superfamily,R3H domain superfamily
IPR036869,Homologous_superfamily,Chaperone J-domain superfamily
IPR036870,Homologous_superfamily,Small ribosomal subunit protein bS18 superfamily
IPR036871,Homologous_superfamily,PX domain superfamily
IPR036872,Homologous_superfamily,CH domain superfamily
IPR036873,Homologous_superfamily,Rhodanese-like domain superfamily
IPR036874,Homologous_superfamily,Carbonic anhydrase superfamily
IPR036875,Homologous_superfamily,"Zinc finger, CCHC-type superfamily"
IPR036876,Homologous_superfamily,UVR domain superfamily
IPR036877,Homologous_superfamily,SUI1 domain superfamily
IPR036879,Homologous_superfamily,"Transcription factor, MADS-box superfamily"
IPR036880,Homologous_superfamily,Pancreatic trypsin inhibitor Kunitz domain superfamily
IPR036881,Homologous_superfamily,Glycoside hydrolase family 3 C-terminal domain superfamily
IPR036883,Homologous_superfamily,PDCD5-like superfamily
IPR036886,Homologous_superfamily,Villin headpiece domain superfamily
IPR036887,Homologous_superfamily,HTH APSES-type DNA-binding domain superfamily
IPR036888,Homologous_superfamily,"DNA integrity scanning protein, DisA, N-terminal domain superfamily"
IPR036890,Homologous_superfamily,Histidine kinase/HSP90-like ATPase superfamily
IPR036891,Homologous_superfamily,"Signal recognition particle, SRP54 subunit, M-domain superfamily"
IPR036892,Homologous_superfamily,L27 domain superfamily
IPR036893,Homologous_superfamily,SBP domain superfamily
IPR036894,Homologous_superfamily,Nucleoid-associated protein YbaB-like domain superfamily
IPR036895,Homologous_superfamily,Uracil-DNA glycosylase-like domain superfamily
IPR036899,Homologous_superfamily,Large ribosomal subunit protein uL13 superfamily
IPR036900,Homologous_superfamily,"Alpha-D-phosphohexomutase, C-terminal domain superfamily"
IPR036901,Homologous_superfamily,Aspartate/ornithine carbamoyltransferase superfamily
IPR036906,Homologous_superfamily,"ATPase, V1 complex, subunit F superfamily"
IPR036908,Homologous_superfamily,RlpA-like domain superfamily
IPR036909,Homologous_superfamily,Cytochrome c-like domain superfamily
IPR036910,Homologous_superfamily,High mobility group box domain superfamily
IPR036911,Homologous_superfamily,Beta-catenin-interacting ICAT superfamily
IPR036914,Homologous_superfamily,Methylglyoxal synthase-like domain superfamily
IPR036915,Homologous_superfamily,Cyclin-like superfamily
IPR036918,Homologous_superfamily,"Pyruvate kinase, C-terminal domain superfamily"
IPR036919,Homologous_superfamily,"Large ribosomal subunit protein uL30, ferredoxin-like fold domain superfamily"
IPR036920,Homologous_superfamily,Large ribosomal subunit protein uL16 superfamily
IPR036921,Homologous_superfamily,"PurM-like, N-terminal domain superfamily"
IPR036922,Homologous_superfamily,Rieske [2Fe-2S] iron-sulphur domain superfamily
IPR036924,Homologous_superfamily,Prion/Doppel beta-ribbon domain superfamily
IPR036925,Homologous_superfamily,"Translation initiation factor IF-2, domain 3 superfamily"
IPR036926,Homologous_superfamily,Thymidylate synthase/dCMP hydroxymethylase superfamily
IPR036927,Homologous_superfamily,"Cytochrome c oxidase-like, subunit I superfamily"
IPR036928,Homologous_superfamily,Amidase signature (AS) superfamily
IPR036929,Homologous_superfamily,"Thiol:disulfide interchange protein DsbD, N-terminal domain superfamily"
IPR036930,Homologous_superfamily,WGR domain superfamily
IPR036931,Homologous_superfamily,Polyomavirus capsid protein VP1 superfamily
IPR036935,Homologous_superfamily,"Large ribosomal subunit protein bL9, N-terminal domain superfamily"
IPR036936,Homologous_superfamily,CRIB domain superfamily
IPR036938,Homologous_superfamily,Phosphatidic acid phosphatase type 2/haloperoxidase superfamily
IPR036940,Homologous_superfamily,"Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily"
IPR036942,Homologous_superfamily,"TonB-dependent receptor-like, beta-barrel domain superfamily"
IPR036946,Homologous_superfamily,Gamma-retroviral matrix domain superfamily
IPR036950,Homologous_superfamily,Penicillin binding protein transglycosylase domain
IPR036951,Homologous_superfamily,Aromatic amino acid hydroxylase superfamily
IPR036953,Homologous_superfamily,"Transcription elongation factor GreA/GreB, C-terminal domain superfamily"
IPR036955,Homologous_superfamily,AP2/ERF domain superfamily
IPR036960,Homologous_superfamily,T-box superfamily
IPR036961,Homologous_superfamily,Kinesin motor domain superfamily
IPR036962,Homologous_superfamily,"Glycoside hydrolase, family 3, N-terminal domain superfamily"
IPR036963,Homologous_superfamily,Tat domain superfamily
IPR036964,Homologous_superfamily,"Ras guanine-nucleotide exchange factor, catalytic domain superfamily"
IPR036965,Homologous_superfamily,"Terpene synthase, N-terminal domain superfamily"
IPR036966,Homologous_superfamily,Carbohydrate-binding module 3 superfamily
IPR036967,Homologous_superfamily,Small ribosomal subunit protein uS11 superfamily
IPR036968,Homologous_superfamily,Enolpyruvate transferase domain superfamily
IPR036969,Homologous_superfamily,Citrate synthase superfamily
IPR036971,Homologous_superfamily,"3'5'-cyclic nucleotide phosphodiesterase, catalytic domain superfamily"
IPR036974,Homologous_superfamily,PUA domain superfamily
IPR036975,Homologous_superfamily,"Importin-alpha, importin-beta-binding domain superfamily"
IPR036976,Homologous_superfamily,"RimM, N-terminal domain superfamily"
IPR036977,Homologous_superfamily,"DNA Primase, CHC2-type zinc finger"
IPR036979,Homologous_superfamily,Chorismate mutase domain superfamily
IPR036980,Homologous_superfamily,Ribonuclease P/MRP subunit Rpp29 superfamily
IPR036983,Homologous_superfamily,Mitochondrial biogenesis AIM24 superfamily
IPR036986,Homologous_superfamily,RNA-binding S4 domain superfamily
IPR036990,Homologous_superfamily,"Metallocarboxypeptidase-like, propeptide"
IPR036995,Homologous_superfamily,Methylpurine-DNA glycosylase superfamily
IPR036996,Homologous_superfamily,"Proteasome activator PA28, N-terminal domain superfamily"
IPR036997,Homologous_superfamily,"Proteasome activator PA28, C-terminal domain superfamily"
IPR036998,Homologous_superfamily,"Porin, LamB-type superfamily"
IPR037004,Homologous_superfamily,"Exonuclease VII, small subunit superfamily"
IPR037005,Homologous_superfamily,S-ribosylhomocysteinase (LuxS) superfamily
IPR037008,Homologous_superfamily,"Cytochrome bc1 complex subunit Rieske, transmembrane domain superfamily"
IPR037009,Homologous_superfamily,mRNA triphosphatase Cet1-like superfamily
IPR037019,Homologous_superfamily,"Glycoside hydrolase family 7, catalytic domain superfamily"
IPR037020,Homologous_superfamily,"Hemocyanin, C-terminal domain superfamily"
IPR037022,Homologous_superfamily,"Formyl transferase, C-terminal domain superfamily"
IPR037024,Homologous_superfamily,"[NiFe]-hydrogenase, small subunit, N-terminal domain superfamily"
IPR037025,Homologous_superfamily,"Photosystem II cytochrome b559, alpha subunit superfamily"
IPR037027,Homologous_superfamily,YqgF/RNase H-like domain superfamily
IPR037031,Homologous_superfamily,Succinylarginine dihydrolase superfamily
IPR037033,Homologous_superfamily,"DNA-directed RNA polymerase, subunit 2, hybrid-binding domain superfamily"
IPR037036,Homologous_superfamily,"GMP phosphodiesterase, delta subunit superfamily"
IPR037038,Homologous_superfamily,tRNA nuclease HepT-like superfamily
IPR037041,Homologous_superfamily,"Trigger factor, C-terminal domain superfamily"
IPR037045,Homologous_superfamily,Peptidase S8 propeptide/proteinase inhibitor I9 superfamily
IPR037055,Homologous_superfamily,MHC class I-like antigen recognition-like superfamily
IPR037057,Homologous_superfamily,DNA mismatch repair MutH/Type II restriction endonuclease superfamily
IPR037062,Homologous_superfamily,"Malic enzyme, N-terminal domain superfamily"
IPR037065,Homologous_superfamily,"Potassium channel, voltage dependent, Kv1.4, tandem inactivation domain superfamily"
IPR037066,Homologous_superfamily,"TonB-dependent receptor, plug domain superfamily"
IPR037067,Homologous_superfamily,"Coatomer, gamma subunit, appendage domain superfamily"
IPR037068,Homologous_superfamily,"DNA primase, catalytic core, N-terminal domain superfamily"
IPR037069,Homologous_superfamily,"Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily"
IPR037071,Homologous_superfamily,"Amyloidogenic glycoprotein, amyloid-beta peptide superfamily"
IPR037075,Homologous_superfamily,Formaldehyde-activating enzyme superfamily
IPR037095,Homologous_superfamily,"RBP-J/Cbf11, DNA binding domain superfamily"
IPR037099,Homologous_superfamily,"Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal domain superfamily"
IPR037102,Homologous_superfamily,"Zinc finger, large T-antigen D1 domain superfamily"
IPR037103,Homologous_superfamily,"Tubulin/FtsZ-like, C-terminal domain"
IPR037104,Homologous_superfamily,Annexin superfamily
IPR037109,Homologous_superfamily,"AMP nucleoside phosphorylase, N-terminal domain superfamily"
IPR037110,Homologous_superfamily,"Beta-galactosidase, domain 2 superfamily"
IPR037118,Homologous_superfamily,"Valyl-tRNA synthetase, tRNA-binding arm superfamily"
IPR037120,Homologous_superfamily,"Haem peroxidase domain superfamily, animal type"
IPR037121,Homologous_superfamily,"Large ribosomal subunit protein bL25, C-terminal"
IPR037123,Homologous_superfamily,"Phosphoribosylglycinamide synthetase, C-domain superfamily"
IPR037124,Homologous_superfamily,GroES chaperonin superfamily
IPR037129,Homologous_superfamily,XPA domain superfamily
IPR037133,Homologous_superfamily,"Tetrahydrodipicolinate-N-succinyltransferase, N-terminal domain superfamily"
IPR037136,Homologous_superfamily,RNA 3'-terminal phosphate cyclase domain superfamily
IPR037137,Homologous_superfamily,"Cucumovirus coat protein, subunit A superfamily"
IPR037143,Homologous_superfamily,4'-phosphopantetheinyl transferase domain superfamily
IPR037147,Homologous_superfamily,Large ribosomal subunit protein bL28 superfamily
IPR037148,Homologous_superfamily,"[NiFe]-hydrogenase, small subunit, C-terminal domain superfamily"
IPR037151,Homologous_superfamily,Alpha-ketoglutarate-dependent dioxygenase AlkB-like superfamily
IPR037152,Homologous_superfamily,"L-asparaginase, N-terminal domain superfamily"
IPR037154,Homologous_superfamily,YtpR-like superfamily
IPR037157,Homologous_superfamily,"UDP-N-acetylglucosamine O-acyltransferase, C-terminal domain superfamily"
IPR037159,Homologous_superfamily,"DNA-directed RNA polymerase, N-terminal domain superfamily"
IPR037163,Homologous_superfamily,"Spermidine synthase, tetramerisation domain superfamily"
IPR037171,Homologous_superfamily,NagB/RpiA transferase-like
IPR037176,Homologous_superfamily,Osmotin/thaumatin-like superfamily
IPR037177,Homologous_superfamily,Dynein light chain superfamily
IPR037178,Homologous_superfamily,"Colicin D, C-terminal domain superfamily"
IPR037179,Homologous_superfamily,"Nucleocapsid protein, C-terminal"
IPR037187,Homologous_superfamily,"DksA, N-terminal domain superfamily"
IPR037190,Homologous_superfamily,"LIS1, N-terminal"
IPR037191,Homologous_superfamily,VPS9 domain superfamily
IPR037195,Homologous_superfamily,"Nucleocapsid protein, N-terminal"
IPR037196,Homologous_superfamily,"HSP90, C-terminal domain"
IPR037197,Homologous_superfamily,WWE domain superfamily
IPR037198,Homologous_superfamily,"MutL, C-terminal domain superfamily"
IPR037199,Homologous_superfamily,"Phosphoprotein, C-terminal"
IPR037202,Homologous_superfamily,ESCRT assembly domain
IPR037206,Homologous_superfamily,"VPS28, C-terminal domain superfamily"
IPR037207,Homologous_superfamily,"NADH-ubiquinone oxidoreductase 51kDa subunit, iron-sulphur binding domain superfamily"
IPR037213,Homologous_superfamily,RUN domain superfamily
IPR037215,Homologous_superfamily,GUN4-like superfamily
IPR037219,Homologous_superfamily,Peptidase M41-like
IPR037222,Homologous_superfamily,"GatD, N-terminal superfamily"
IPR037224,Homologous_superfamily,"PapC, N-terminal domain superfamily"
IPR037225,Homologous_superfamily,"NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain superfamily"
IPR037229,Homologous_superfamily,Large ribosomal subunit protein bL35 superfamily
IPR037231,Homologous_superfamily,NAP-like superfamily
IPR037232,Homologous_superfamily,"NADH:ubiquinone oxidoreductase, 30kDa subunit superfamily"
IPR037233,Homologous_superfamily,CcmK-like superfamily
IPR037237,Homologous_superfamily,"IlvD/EDD, N-terminal domain"
IPR037239,Homologous_superfamily,Oxysterol-binding protein superfamily
IPR037241,Homologous_superfamily,E2F-DP heterodimerization region
IPR037250,Homologous_superfamily,NEAT domain superfamily
IPR037266,Homologous_superfamily,Photosystem II PsbL superfamily
IPR037267,Homologous_superfamily,Photosystem II PsbJ superfamily
IPR037268,Homologous_superfamily,Photosystem II PsbT superfamily
IPR037269,Homologous_superfamily,Photosystem II PsbM superfamily
IPR037270,Homologous_superfamily,Photosystem II PsbK superfamily
IPR037271,Homologous_superfamily,Photosystem II PsbI superfamily
IPR037272,Homologous_superfamily,Sodium:neurotransmitter symporter superfamily
IPR037277,Homologous_superfamily,Granulin superfamily
IPR037278,Homologous_superfamily,ARFGAP/RecO-like zinc finger
IPR037279,Homologous_superfamily,"Photosystem I PsaM, reaction centre superfamily"
IPR037284,Homologous_superfamily,"SUF system FeS cluster assembly, SufBD superfamily"
IPR037294,Homologous_superfamily,"ABC transporter, BtuC-like"
IPR037873,Homologous_superfamily,BamE-like
IPR037914,Homologous_superfamily,SpoVT-AbrB domain superfamily
IPR037923,Homologous_superfamily,Transcription regulator HTH-like
IPR037925,Homologous_superfamily,"Flagellar hook-basal body protein, FlgE/F/G-like"
IPR038019,Homologous_superfamily,Phosphoribosyl-AMP cyclohydrolase domain superfamily
IPR038021,Homologous_superfamily,Putative hydro-lyase
IPR038023,Homologous_superfamily,VASP tetramerisation domain superfamily
IPR038050,Homologous_superfamily,Neuronal acetylcholine receptor
IPR038051,Homologous_superfamily,"XRCC4-like, N-terminal domain superfamily"
IPR038055,Homologous_superfamily,"Flaviviral glycoprotein E, dimerisation domain"
IPR038064,Homologous_superfamily,"Influenza A virus NS1, effector domain-like superfamily"
IPR038068,Homologous_superfamily,YcgL-like superfamily
IPR038069,Homologous_superfamily,"Pelota/DOM34, N-terminal domain"
IPR038071,Homologous_superfamily,UROD/MetE-like superfamily
IPR038077,Homologous_superfamily,Troponin domain superfamily
IPR038085,Homologous_superfamily,RNase P subunit Pop5/Rpp14/Rnp2-like domain superfamily
IPR038087,Homologous_superfamily,"DNA-directed RNA polymerase subunit delta, N-terminal domain superfamily"
IPR038089,Homologous_superfamily,"Mediator of RNA polymerase II, subunit Med31 superfamily"
IPR038093,Homologous_superfamily,"Ubiquitin carboxyl-terminal hydrolase 37, pleckstrin homology-like domain superfamily"
IPR038102,Homologous_superfamily,EYA domain superfamily
IPR038108,Homologous_superfamily,"RPN13, DEUBAD domain superfamily"
IPR038115,Homologous_superfamily,"Nucleocapsid, C-terminal superfamily"
IPR038120,Homologous_superfamily,"RNA polymerase Rpb1, funnel domain superfamily"
IPR038124,Homologous_superfamily,Beta-retroviral matrix superfamily
IPR038126,Homologous_superfamily,RAMP domain superfamily
IPR038135,Homologous_superfamily,"Methylthiotransferase, N-terminal domain superfamily"
IPR038136,Homologous_superfamily,CofD-like domain superfamily
IPR038156,Homologous_superfamily,"Phytochelatin synthase, N-terminal domain superfamily"
IPR038175,Homologous_superfamily,CBM21 domain superfamily
IPR038189,Homologous_superfamily,"Cdc37, Hsp90-binding domain superfamily"
IPR038196,Homologous_superfamily,"Mediator complex subunit 25, PTOV domain superfamily"
IPR038197,Homologous_superfamily,"TbpB, C-lobe handle domain superfamily"
IPR038199,Homologous_superfamily,"DGK type I, N-terminal domain superfamily"
IPR038205,Homologous_superfamily,"Protein inscuteable homologue, LGN-binding domain superfamily"
IPR038207,Homologous_superfamily,DIX domain superfamily
IPR038208,Homologous_superfamily,Sigma factor-binding protein Crl superfamily
IPR038212,Homologous_superfamily,Transcription factor EnY2 superfamily
IPR038221,Homologous_superfamily,"YidC, periplasmic domain superfamily"
IPR038222,Homologous_superfamily,DHHA2 domain superfamily
IPR038228,Homologous_superfamily,Syd superfamily
IPR038233,Homologous_superfamily,Colicin D/E5 nuclease domain superfamily
IPR038236,Homologous_superfamily,"GlpG peptidase, N-terminal domain superfamily"
IPR038237,Homologous_superfamily,"Small ribosomal subunit protein eS4, central domain superfamily"
IPR038238,Homologous_superfamily,"Clp1, C-terminal domain superfamily"
IPR038239,Homologous_superfamily,"Clp1, N-terminal domain superfamily"
IPR038251,Homologous_superfamily,"PdxB, dimerisation domain superfamily"
IPR038261,Homologous_superfamily,Golgi phosphoprotein 3-like domain superfamily
IPR038269,Homologous_superfamily,SCAN domain superfamily
IPR038277,Homologous_superfamily,UreF domain superfamily
IPR038281,Homologous_superfamily,"RTP801-like, C-terminal domain superfamily"
IPR038286,Homologous_superfamily,Inositol polyphosphate kinase superfamily
IPR038299,Homologous_superfamily,"Alpha-glycerophosphate oxidase, C-terminal domain superfamily"
IPR038303,Homologous_superfamily,HNS-dependent expression A/B superfamily
IPR038305,Homologous_superfamily,HeLo domain superfamily
IPR038309,Homologous_superfamily,"Regulator of RNA polymerase sigma(70) subunit, Rsd/AlgQ superfamily"
IPR038313,Homologous_superfamily,"Herpesvirus glycoprotein L, rhadinovirus-type superfamily"
IPR038319,Homologous_superfamily,"CAS, serine rich four helix bundle domain superfamily"
IPR038331,Homologous_superfamily,"DisA, linker domain superfamily"
IPR038332,Homologous_superfamily,PPE superfamily
IPR038339,Homologous_superfamily,"MatP, N-terminal domain superfamily"
IPR038345,Homologous_superfamily,"Flavivirus envelope glycoprotein E, Stem/Anchor domain superfamily"
IPR038356,Homologous_superfamily,Tma16 superfamily
IPR038358,Homologous_superfamily,"VPS28, N-terminal domain superfamily"
IPR038359,Homologous_superfamily,"Connexin, N-terminal domain superfamily"
IPR038363,Homologous_superfamily,"LepA, C-terminal domain superfamily"
IPR038364,Homologous_superfamily,"Urocanase, central domain superfamily"
IPR038366,Homologous_superfamily,"Zinc finger, ClpX C4-type superfamily"
IPR038371,Homologous_superfamily,Multi-copper polyphenol oxidoreductase superfamily
IPR038372,Homologous_superfamily,"Influenza RNA-dependent RNA polymerase subunit PA, endonuclease domain"
IPR038376,Homologous_superfamily,"ATP synthase, alpha subunit, C-terminal domain superfamily"
IPR038377,Homologous_superfamily,Sodium/glucose symporter superfamily
IPR038380,Homologous_superfamily,Small ribosomal subunit protein bS21 superfamily
IPR038386,Homologous_superfamily,Beta-thymosin superfamily
IPR038388,Homologous_superfamily,"RcsC, C-terminal domain superfamily"
IPR038390,Homologous_superfamily,"Metal-sensitive repressor, helix protomer superfamily"
IPR038391,Homologous_superfamily,"L-fucose isomerase, domain 1 superfamily"
IPR038392,Homologous_superfamily,"L-fucose isomerase, domain 2 superfamily"
IPR038393,Homologous_superfamily,"L-fucose isomerase, domain 3 superfamily"
IPR038404,Homologous_superfamily,TRAP transporter solute receptor DctP superfamily
IPR038422,Homologous_superfamily,Cut8/Sts1 superfamily
IPR038425,Homologous_superfamily,GAT domain superfamily
IPR038430,Homologous_superfamily,"NADH:ubiquinone oxidoreductase, subunit 3 superfamily"
IPR038441,Homologous_superfamily,THAP-type zinc finger superfamily
IPR038445,Homologous_superfamily,"Neutral ceramidase, C-terminal domain superfamily"
IPR038446,Homologous_superfamily,"CEBP, ZZ domain superfamily"
IPR038447,Homologous_superfamily,PSRP-3/Ycf65 superfamily
IPR038454,Homologous_superfamily,"DnaA, N-terminal domain superfamily"
IPR038462,Homologous_superfamily,YaiA-like superfamily
IPR038464,Homologous_superfamily,Large ribosomal subunit protein eL38 superfamily
IPR038466,Homologous_superfamily,"Peptidase S8, pro-domain superfamily"
IPR038467,Homologous_superfamily,"Peptide chain release factor 3, domain III superfamily"
IPR038471,Homologous_superfamily,"MecA, C-terminal domain superfamily"
IPR038476,Homologous_superfamily,"UvrC, RNAse H endonuclease domain superfamily"
IPR038480,Homologous_superfamily,YuaB-like superfamily
IPR038487,Homologous_superfamily,"Mre11, capping domain"
IPR038490,Homologous_superfamily,Gingipain propeptide superfamily
IPR038492,Homologous_superfamily,"GBBH-like, N-terminal domain superfamily"
IPR038494,Homologous_superfamily,Imidazole glycerol phosphate dehydratase domain superfamily
IPR038495,Homologous_superfamily,"V-type ATPase subunit E, C-terminal domain superfamily"
IPR038498,Homologous_superfamily,OspF/SpvC superfamily
IPR038499,Homologous_superfamily,BRO1 domain superfamily
IPR038508,Homologous_superfamily,ArfGAP domain superfamily
IPR038521,Homologous_superfamily,"ThiC/Bza, core domain"
IPR038526,Homologous_superfamily,Large ribosomal subunit protein eL22 superfamily
IPR038538,Homologous_superfamily,"MTERF superfamily, mitochondrial/chloroplastic"
IPR038539,Homologous_superfamily,Anti-lipopolysaccharide factor/Scygonadin superfamily
IPR038542,Homologous_superfamily,"Spidroin, C-terminal domain superfamily"
IPR038551,Homologous_superfamily,Ribosomal protein eS26 superfamily
IPR038562,Homologous_superfamily,"Large ribosomal subunit protein eL34, C-terminal domain superfamily"
IPR038563,Homologous_superfamily,Recombination endonuclease VII superfamily
IPR038575,Homologous_superfamily,E6 superfamily
IPR038577,Homologous_superfamily,"GT10-like, C-terminal domain superfamily"
IPR038578,Homologous_superfamily,GT29-like superfamiliy
IPR038579,Homologous_superfamily,Small ribosomal subunit protein eS21 superfamily
IPR038583,Homologous_superfamily,"L-arabinose isomerase, N-terminal domain superfamily"
IPR038584,Homologous_superfamily,Large ribosomal subunit protein bL33 superfamily
